index,split,image_filename,relative_path,label,class_name,source_split,source_index,source_filename,noise_type,feature_noise_type,feature_noise_value,label_noise_type,label_noise_value,original_label,original_class_name,label_noise_applied
3467,train,train_03467.jpg,images/train_03467.jpg,37,great masterwort,test,1430,image_05830.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,37,great masterwort,0
3468,train,train_03468.jpg,images/train_03468.jpg,2,canterbury bells,test,3190,image_06136.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,63,silverbush,1
3469,train,train_03469.jpg,images/train_03469.jpg,88,watercress,test,5351,image_00738.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
3470,train,train_03470.jpg,images/train_03470.jpg,78,toad lily,train,788,image_06697.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,78,toad lily,0
3471,train,train_03471.jpg,images/train_03471.jpg,84,desert-rose,train,843,image_04807.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,84,desert-rose,0
3472,train,train_03472.jpg,images/train_03472.jpg,87,cyclamen,train,870,image_00587.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
3473,train,train_03473.jpg,images/train_03473.jpg,45,wallflower,test,1901,image_00993.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
3475,train,train_03475.jpg,images/train_03475.jpg,32,love in the mist,test,1214,image_06478.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,32,love in the mist,0
3476,train,train_03476.jpg,images/train_03476.jpg,75,morning glory,test,4022,image_02455.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,0
3477,train,train_03477.jpg,images/train_03477.jpg,50,petunia,test,2283,image_01390.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3478,train,train_03478.jpg,images/train_03478.jpg,89,canna lily,test,5437,image_04459.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,89,canna lily,0
3479,train,train_03479.jpg,images/train_03479.jpg,101,blackberry lily,train,1016,image_08013.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,101,blackberry lily,0
3480,train,train_03480.jpg,images/train_03480.jpg,77,lotus,test,4345,image_01843.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,0
3481,train,train_03481.jpg,images/train_03481.jpg,75,morning glory,test,4038,image_02478.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,0
3482,train,train_03482.jpg,images/train_03482.jpg,19,giant white arum lily,val,201,image_04912.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,19,giant white arum lily,0
3483,train,train_03483.jpg,images/train_03483.jpg,18,balloon flower,train,190,image_06161.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,18,balloon flower,0
3484,train,train_03484.jpg,images/train_03484.jpg,12,king protea,train,129,image_05755.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,12,king protea,0
3485,train,train_03485.jpg,images/train_03485.jpg,76,passion flower,test,4302,image_00221.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,76,passion flower,0
3486,train,train_03486.jpg,images/train_03486.jpg,41,daffodil,train,415,image_05699.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,41,daffodil,0
3487,train,train_03487.jpg,images/train_03487.jpg,51,wild pansy,test,2483,image_04172.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,51,wild pansy,0
3489,train,train_03489.jpg,images/train_03489.jpg,93,foxglove,test,5715,image_07457.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
3490,train,train_03490.jpg,images/train_03490.jpg,45,wallflower,test,1894,image_00985.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,0
3491,train,train_03491.jpg,images/train_03491.jpg,77,lotus,test,4340,image_01838.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,0
3492,train,train_03492.jpg,images/train_03492.jpg,50,petunia,test,2303,image_01460.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3493,train,train_03493.jpg,images/train_03493.jpg,40,barbeton daisy,test,1518,image_02198.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,40,barbeton daisy,0
3494,train,train_03494.jpg,images/train_03494.jpg,27,stemless gentian,val,270,image_05266.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,27,stemless gentian,0
3495,train,train_03495.jpg,images/train_03495.jpg,97,mexican petunia,val,978,image_07799.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
3496,train,train_03496.jpg,images/train_03496.jpg,87,cyclamen,val,875,image_00495.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
3498,train,train_03498.jpg,images/train_03498.jpg,58,orange dahlia,test,2963,image_05058.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,58,orange dahlia,0
3499,train,train_03499.jpg,images/train_03499.jpg,88,watercress,test,5320,image_00703.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
3500,train,train_03500.jpg,images/train_03500.jpg,57,geranium,test,2870,image_02676.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,57,geranium,0
3504,train,train_03504.jpg,images/train_03504.jpg,73,rose,val,733,image_01261.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
3505,train,train_03505.jpg,images/train_03505.jpg,77,lotus,train,770,image_01923.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,0
3506,train,train_03506.jpg,images/train_03506.jpg,94,bougainvillea,test,5735,image_07477.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,94,bougainvillea,0
3507,train,train_03507.jpg,images/train_03507.jpg,92,ball moss,test,5562,image_06021.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,92,ball moss,0
3508,train,train_03508.jpg,images/train_03508.jpg,51,wild pansy,test,2605,image_03724.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,52,primula,1
3509,train,train_03509.jpg,images/train_03509.jpg,78,toad lily,test,3329,image_07057.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,66,spring crocus,1
3510,train,train_03510.jpg,images/train_03510.jpg,74,thorn apple,val,743,image_02110.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,74,thorn apple,0
3511,train,train_03511.jpg,images/train_03511.jpg,25,corn poppy,test,929,image_06489.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,25,corn poppy,0
3512,train,train_03512.jpg,images/train_03512.jpg,72,water lily,train,723,image_00383.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
3513,train,train_03513.jpg,images/train_03513.jpg,72,water lily,train,727,image_00274.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
3515,train,train_03515.jpg,images/train_03515.jpg,87,cyclamen,test,5206,image_00574.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
3516,train,train_03516.jpg,images/train_03516.jpg,35,ruby-lipped cattleya,test,1301,image_04379.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
3517,train,train_03517.jpg,images/train_03517.jpg,35,ruby-lipped cattleya,test,1317,image_04398.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
3518,train,train_03518.jpg,images/train_03518.jpg,55,bishop of llandaff,test,2703,image_02754.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
3519,train,train_03519.jpg,images/train_03519.jpg,66,spring crocus,train,660,image_07058.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,66,spring crocus,0
3521,train,train_03521.jpg,images/train_03521.jpg,83,columbine,test,4907,image_02557.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,83,columbine,0
3522,train,train_03522.jpg,images/train_03522.jpg,37,great masterwort,train,373,image_05794.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,37,great masterwort,0
3523,train,train_03523.jpg,images/train_03523.jpg,77,lotus,val,892,image_04405.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,89,canna lily,1
3524,train,train_03524.jpg,images/train_03524.jpg,90,hippeastrum,test,4372,image_01874.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,1
3525,train,train_03525.jpg,images/train_03525.jpg,77,lotus,val,771,image_01929.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,0
3526,train,train_03526.jpg,images/train_03526.jpg,2,canterbury bells,train,26,image_06624.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,2,canterbury bells,0
3527,train,train_03527.jpg,images/train_03527.jpg,14,yellow iris,test,536,image_06382.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,14,yellow iris,0
3529,train,train_03529.jpg,images/train_03529.jpg,50,petunia,test,2242,image_01438.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3530,train,train_03530.jpg,images/train_03530.jpg,74,thorn apple,test,3994,image_02162.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,74,thorn apple,0
3531,train,train_03531.jpg,images/train_03531.jpg,27,stemless gentian,test,1005,image_05263.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,27,stemless gentian,0
3532,train,train_03532.jpg,images/train_03532.jpg,35,ruby-lipped cattleya,test,1266,image_04330.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
3533,train,train_03533.jpg,images/train_03533.jpg,45,wallflower,test,4820,image_01727.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,82,hibiscus,1
3534,train,train_03534.jpg,images/train_03534.jpg,63,silverbush,train,416,image_05721.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,41,daffodil,1
3535,train,train_03535.jpg,images/train_03535.jpg,88,watercress,test,4139,image_00044.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,76,passion flower,1
3536,train,train_03536.jpg,images/train_03536.jpg,16,purple coneflower,test,590,image_03837.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,16,purple coneflower,0
3537,train,train_03537.jpg,images/train_03537.jpg,56,gaura,test,2803,image_07249.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,56,gaura,0
3538,train,train_03538.jpg,images/train_03538.jpg,5,tiger lily,test,161,image_07162.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,5,tiger lily,0
3540,train,train_03540.jpg,images/train_03540.jpg,52,primula,test,2593,image_03707.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,52,primula,0
3541,train,train_03541.jpg,images/train_03541.jpg,88,watercress,train,882,image_00668.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
3542,train,train_03542.jpg,images/train_03542.jpg,58,orange dahlia,test,2957,image_05051.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,58,orange dahlia,0
3543,train,train_03543.jpg,images/train_03543.jpg,54,pelargonium,test,2670,image_04717.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,54,pelargonium,0
3545,train,train_03545.jpg,images/train_03545.jpg,81,clematis,test,4791,image_01693.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,81,clematis,0
3546,train,train_03546.jpg,images/train_03546.jpg,90,hippeastrum,test,5502,image_04893.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,90,hippeastrum,0
3547,train,train_03547.jpg,images/train_03547.jpg,59,pink-yellow dahlia?,test,3039,image_02991.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,59,pink-yellow dahlia?,0
3548,train,train_03548.jpg,images/train_03548.jpg,72,water lily,test,3605,image_00270.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
3549,train,train_03549.jpg,images/train_03549.jpg,72,water lily,test,3632,image_00301.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
3550,train,train_03550.jpg,images/train_03550.jpg,86,magnolia,test,5066,image_05483.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,86,magnolia,0
3551,train,train_03551.jpg,images/train_03551.jpg,5,tiger lily,train,55,image_07191.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,5,tiger lily,0
3552,train,train_03552.jpg,images/train_03552.jpg,74,thorn apple,test,3985,image_02150.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,74,thorn apple,0
3553,train,train_03553.jpg,images/train_03553.jpg,52,primula,test,2569,image_03678.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,52,primula,0
3554,train,train_03554.jpg,images/train_03554.jpg,26,prince of wales feathers,test,962,image_06880.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,26,prince of wales feathers,0
3555,train,train_03555.jpg,images/train_03555.jpg,42,sword lily,test,1692,image_02359.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,42,sword lily,0
3556,train,train_03556.jpg,images/train_03556.jpg,90,hippeastrum,test,5459,image_04839.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,90,hippeastrum,0
3557,train,train_03557.jpg,images/train_03557.jpg,93,foxglove,test,5649,image_07381.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
3558,train,train_03558.jpg,images/train_03558.jpg,88,watercress,test,5353,image_00740.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
3560,train,train_03560.jpg,images/train_03560.jpg,99,blanket flower,test,1931,image_01026.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,1
3561,train,train_03561.jpg,images/train_03561.jpg,97,mexican petunia,test,2557,image_03663.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,52,primula,1
3562,train,train_03562.jpg,images/train_03562.jpg,61,japanese anemone,val,618,image_08182.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,61,japanese anemone,0
3563,train,train_03563.jpg,images/train_03563.jpg,24,grape hyacinth,val,249,image_06584.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,24,grape hyacinth,0
3564,train,train_03564.jpg,images/train_03564.jpg,11,colt's foot,test,397,image_04002.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,11,colt's foot,0
3565,train,train_03565.jpg,images/train_03565.jpg,71,azalea,test,3565,image_03614.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
3566,train,train_03566.jpg,images/train_03566.jpg,42,sword lily,test,1666,image_02325.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,42,sword lily,0
3567,train,train_03567.jpg,images/train_03567.jpg,95,camellia,test,1053,image_04135.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,1
3568,train,train_03568.jpg,images/train_03568.jpg,28,artichoke,test,1020,image_04086.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,0
3569,train,train_03569.jpg,images/train_03569.jpg,75,morning glory,test,4060,image_02503.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,75,morning glory,0
3570,train,train_03570.jpg,images/train_03570.jpg,63,silverbush,test,84,image_05633.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,3,sweet pea,1
3571,train,train_03571.jpg,images/train_03571.jpg,97,mexican petunia,train,972,image_07762.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,97,mexican petunia,0
3572,train,train_03572.jpg,images/train_03572.jpg,59,pink-yellow dahlia?,test,3065,image_03023.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,59,pink-yellow dahlia?,0
3573,train,train_03573.jpg,images/train_03573.jpg,98,bromelia,val,982,image_07850.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,98,bromelia,0
3574,train,train_03574.jpg,images/train_03574.jpg,1,hard-leaved pocket orchid,val,613,image_08157.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,61,japanese anemone,1
3576,train,train_03576.jpg,images/train_03576.jpg,55,bishop of llandaff,test,2789,image_02859.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
3577,train,train_03577.jpg,images/train_03577.jpg,77,lotus,test,4373,image_01875.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,77,lotus,0
3580,train,train_03580.jpg,images/train_03580.jpg,71,azalea,val,711,image_03568.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
3581,train,train_03581.jpg,images/train_03581.jpg,40,barbeton daisy,test,1528,image_02213.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,40,barbeton daisy,0
3582,train,train_03582.jpg,images/train_03582.jpg,50,petunia,test,2470,image_01393.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3584,train,train_03584.jpg,images/train_03584.jpg,94,bougainvillea,test,5758,image_07506.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,94,bougainvillea,0
3585,train,train_03585.jpg,images/train_03585.jpg,50,petunia,test,4191,image_00101.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,76,passion flower,1
3586,train,train_03586.jpg,images/train_03586.jpg,27,stemless gentian,train,277,image_05261.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,27,stemless gentian,0
3587,train,train_03587.jpg,images/train_03587.jpg,59,pink-yellow dahlia?,test,3007,image_02953.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,59,pink-yellow dahlia?,0
3588,train,train_03588.jpg,images/train_03588.jpg,12,king protea,test,474,image_05771.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,12,king protea,0
3589,train,train_03589.jpg,images/train_03589.jpg,28,artichoke,test,1038,image_04114.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,0
3590,train,train_03590.jpg,images/train_03590.jpg,83,columbine,test,4961,image_02627.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,83,columbine,0
3591,train,train_03591.jpg,images/train_03591.jpg,72,water lily,test,3601,image_00265.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,72,water lily,0
3593,train,train_03593.jpg,images/train_03593.jpg,1,hard-leaved pocket orchid,test,30,image_05099.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,1,hard-leaved pocket orchid,0
3594,train,train_03594.jpg,images/train_03594.jpg,35,ruby-lipped cattleya,test,1294,image_04371.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
3595,train,train_03595.jpg,images/train_03595.jpg,71,azalea,test,4102,image_00002.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,76,passion flower,1
3597,train,train_03597.jpg,images/train_03597.jpg,99,blanket flower,val,470,image_04640.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,47,buttercup,1
3598,train,train_03598.jpg,images/train_03598.jpg,90,hippeastrum,val,907,image_04831.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,90,hippeastrum,0
3599,train,train_03599.jpg,images/train_03599.jpg,50,petunia,test,2409,image_01476.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3600,train,train_03600.jpg,images/train_03600.jpg,68,windflower,test,1782,image_01508.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,43,poinsettia,1
3601,train,train_03601.jpg,images/train_03601.jpg,99,blanket flower,test,3903,image_01302.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,1
3602,train,train_03602.jpg,images/train_03602.jpg,57,geranium,test,2898,image_02712.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,57,geranium,0
3603,train,train_03603.jpg,images/train_03603.jpg,88,watercress,test,5324,image_00708.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,88,watercress,0
3604,train,train_03604.jpg,images/train_03604.jpg,70,gazania,test,3467,image_04499.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,70,gazania,0
3605,train,train_03605.jpg,images/train_03605.jpg,78,toad lily,train,327,image_06449.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,32,love in the mist,1
3606,train,train_03606.jpg,images/train_03606.jpg,71,azalea,train,719,image_03617.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,71,azalea,0
3607,train,train_03607.jpg,images/train_03607.jpg,28,artichoke,train,282,image_04139.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,0
3608,train,train_03608.jpg,images/train_03608.jpg,37,great masterwort,val,375,image_05833.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,37,great masterwort,0
3609,train,train_03609.jpg,images/train_03609.jpg,35,ruby-lipped cattleya,test,1276,image_04345.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,35,ruby-lipped cattleya,0
3611,train,train_03611.jpg,images/train_03611.jpg,17,peruvian lily,test,675,image_04280.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,17,peruvian lily,0
3613,train,train_03613.jpg,images/train_03613.jpg,46,marigold,test,2041,image_04958.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,46,marigold,0
3614,train,train_03614.jpg,images/train_03614.jpg,78,toad lily,test,4457,image_06712.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,78,toad lily,0
3615,train,train_03615.jpg,images/train_03615.jpg,91,bee balm,val,289,image_04129.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,28,artichoke,1
3616,train,train_03616.jpg,images/train_03616.jpg,80,frangipani,test,4696,image_00941.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,80,frangipani,0
3617,train,train_03617.jpg,images/train_03617.jpg,21,pincushion flower,test,2682,image_04736.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,54,pelargonium,1
3619,train,train_03619.jpg,images/train_03619.jpg,34,alpine sea holly,test,1246,image_06977.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,34,alpine sea holly,0
3621,train,train_03621.jpg,images/train_03621.jpg,61,japanese anemone,test,3102,image_07271.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,61,japanese anemone,0
3622,train,train_03622.jpg,images/train_03622.jpg,74,thorn apple,test,3922,image_02078.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,74,thorn apple,0
3623,train,train_03623.jpg,images/train_03623.jpg,96,mallow,test,1228,image_06949.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,33,mexican aster,1
3624,train,train_03624.jpg,images/train_03624.jpg,95,camellia,test,1971,image_01070.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,45,wallflower,1
3625,train,train_03625.jpg,images/train_03625.jpg,10,snapdragon,test,345,image_03125.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,10,snapdragon,0
3626,train,train_03626.jpg,images/train_03626.jpg,55,bishop of llandaff,test,2786,image_02856.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,55,bishop of llandaff,0
3627,train,train_03627.jpg,images/train_03627.jpg,16,purple coneflower,test,617,image_03876.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,16,purple coneflower,0
3628,train,train_03628.jpg,images/train_03628.jpg,84,desert-rose,test,2106,image_04655.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,47,buttercup,1
3629,train,train_03629.jpg,images/train_03629.jpg,54,pelargonium,test,2668,image_04715.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,54,pelargonium,0
3630,train,train_03630.jpg,images/train_03630.jpg,89,canna lily,test,5406,image_04420.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,89,canna lily,0
3631,train,train_03631.jpg,images/train_03631.jpg,73,rose,train,732,image_01295.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,73,rose,0
3632,train,train_03632.jpg,images/train_03632.jpg,94,bougainvillea,test,5817,image_07578.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,94,bougainvillea,0
3634,train,train_03634.jpg,images/train_03634.jpg,26,prince of wales feathers,test,963,image_06881.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,26,prince of wales feathers,0
3636,train,train_03636.jpg,images/train_03636.jpg,22,fritillary,test,841,image_03403.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,22,fritillary,0
3637,train,train_03637.jpg,images/train_03637.jpg,98,bromelia,test,6042,image_07880.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,98,bromelia,0
3639,train,train_03639.jpg,images/train_03639.jpg,98,bromelia,test,6032,image_07865.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,98,bromelia,0
3640,train,train_03640.jpg,images/train_03640.jpg,38,siam tulip,val,380,image_07041.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,38,siam tulip,0
3642,train,train_03642.jpg,images/train_03642.jpg,93,foxglove,train,939,image_07389.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,0
3643,train,train_03643.jpg,images/train_03643.jpg,57,geranium,test,2846,image_02648.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,57,geranium,0
3644,train,train_03644.jpg,images/train_03644.jpg,50,petunia,test,2317,image_01429.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,0
3645,train,train_03645.jpg,images/train_03645.jpg,95,camellia,test,5857,image_07627.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,95,camellia,0
3646,train,train_03646.jpg,images/train_03646.jpg,85,tree mallow,test,5029,image_02887.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,85,tree mallow,0
3647,train,train_03647.jpg,images/train_03647.jpg,100,trumpet creeper,train,1006,image_07942.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,100,trumpet creeper,0
3648,train,train_03648.jpg,images/train_03648.jpg,89,canna lily,test,5436,image_04457.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,89,canna lily,0
3651,train,train_03651.jpg,images/train_03651.jpg,34,alpine sea holly,test,1253,image_06992.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,34,alpine sea holly,0
3652,train,train_03652.jpg,images/train_03652.jpg,68,windflower,test,3407,image_06001.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,68,windflower,0
3653,train,train_03653.jpg,images/train_03653.jpg,30,carnation,test,2391,image_01389.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,50,petunia,1
3654,train,train_03654.jpg,images/train_03654.jpg,6,moon orchid,test,191,image_07206.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,6,moon orchid,0
3655,train,train_03655.jpg,images/train_03655.jpg,87,cyclamen,test,5120,image_00473.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,87,cyclamen,0
3656,train,train_03656.jpg,images/train_03656.jpg,80,frangipani,train,801,image_00848.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,80,frangipani,0
3657,train,train_03657.jpg,images/train_03657.jpg,84,desert-rose,test,4999,image_04812.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,84,desert-rose,0
3658,train,train_03658.jpg,images/train_03658.jpg,85,tree mallow,test,5034,image_02895.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,85,tree mallow,0
3659,train,train_03659.jpg,images/train_03659.jpg,85,tree mallow,test,5714,image_07456.jpg,hybrid_noise,gaussian,30.0,label_shuffle,0.2,93,foxglove,1
