index,split,image_filename,relative_path,label,class_name,source_split,source_index,noise_type,feature_noise_type,feature_noise_value,label_noise_type,label_noise_value,original_label,original_class_name,label_noise_applied
4768,train,train_04768.png,images/train_04768.png,4,deer,test,1385,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4771,train,train_04771.png,images/train_04771.png,5,dog,test,3899,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4773,train,train_04773.png,images/train_04773.png,5,dog,test,3823,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4775,train,train_04775.png,images/train_04775.png,0,airplane,test,1442,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4776,train,train_04776.png,images/train_04776.png,5,dog,test,6219,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4779,train,train_04779.png,images/train_04779.png,7,monkey,test,658,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4782,train,train_04782.png,images/train_04782.png,3,cat,test,3681,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4783,train,train_04783.png,images/train_04783.png,2,car,test,175,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4785,train,train_04785.png,images/train_04785.png,5,dog,test,2813,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4786,train,train_04786.png,images/train_04786.png,3,cat,test,1770,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
4788,train,train_04788.png,images/train_04788.png,7,monkey,test,4984,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4789,train,train_04789.png,images/train_04789.png,3,cat,test,5835,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4791,train,train_04791.png,images/train_04791.png,1,bird,train,2867,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4792,train,train_04792.png,images/train_04792.png,9,truck,test,1945,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
4793,train,train_04793.png,images/train_04793.png,7,monkey,test,2246,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4795,train,train_04795.png,images/train_04795.png,5,dog,test,4850,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4796,train,train_04796.png,images/train_04796.png,9,truck,train,2093,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4800,train,train_04800.png,images/train_04800.png,6,horse,test,4199,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
4801,train,train_04801.png,images/train_04801.png,5,dog,train,4018,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4802,train,train_04802.png,images/train_04802.png,6,horse,test,2424,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4804,train,train_04804.png,images/train_04804.png,5,dog,train,2523,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4805,train,train_04805.png,images/train_04805.png,4,deer,train,1110,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4806,train,train_04806.png,images/train_04806.png,8,ship,test,6303,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4807,train,train_04807.png,images/train_04807.png,1,bird,test,5020,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4808,train,train_04808.png,images/train_04808.png,2,car,test,6393,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4809,train,train_04809.png,images/train_04809.png,4,deer,train,544,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4810,train,train_04810.png,images/train_04810.png,3,cat,train,2229,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4812,train,train_04812.png,images/train_04812.png,1,bird,test,5840,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
4815,train,train_04815.png,images/train_04815.png,5,dog,test,7631,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4817,train,train_04817.png,images/train_04817.png,9,truck,test,5384,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4818,train,train_04818.png,images/train_04818.png,1,bird,train,310,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4822,train,train_04822.png,images/train_04822.png,4,deer,test,5493,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4823,train,train_04823.png,images/train_04823.png,6,horse,train,971,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4824,train,train_04824.png,images/train_04824.png,4,deer,train,3440,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4825,train,train_04825.png,images/train_04825.png,9,truck,test,893,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4826,train,train_04826.png,images/train_04826.png,2,car,test,7491,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
4827,train,train_04827.png,images/train_04827.png,8,ship,train,4320,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4829,train,train_04829.png,images/train_04829.png,0,airplane,test,1811,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4830,train,train_04830.png,images/train_04830.png,8,ship,test,7623,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4831,train,train_04831.png,images/train_04831.png,5,dog,train,1907,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4834,train,train_04834.png,images/train_04834.png,7,monkey,test,6096,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4835,train,train_04835.png,images/train_04835.png,3,cat,test,534,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4836,train,train_04836.png,images/train_04836.png,1,bird,test,274,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4837,train,train_04837.png,images/train_04837.png,1,bird,test,5247,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4838,train,train_04838.png,images/train_04838.png,8,ship,train,2151,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4839,train,train_04839.png,images/train_04839.png,2,car,train,1934,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
4840,train,train_04840.png,images/train_04840.png,6,horse,test,2882,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4841,train,train_04841.png,images/train_04841.png,9,truck,train,1665,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4842,train,train_04842.png,images/train_04842.png,1,bird,train,2540,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4843,train,train_04843.png,images/train_04843.png,3,cat,train,3703,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4844,train,train_04844.png,images/train_04844.png,2,car,test,5979,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4845,train,train_04845.png,images/train_04845.png,7,monkey,test,2596,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4848,train,train_04848.png,images/train_04848.png,0,airplane,test,4535,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4849,train,train_04849.png,images/train_04849.png,9,truck,train,722,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
4850,train,train_04850.png,images/train_04850.png,0,airplane,test,1227,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4851,train,train_04851.png,images/train_04851.png,7,monkey,test,3270,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4853,train,train_04853.png,images/train_04853.png,4,deer,train,2404,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4854,train,train_04854.png,images/train_04854.png,7,monkey,train,3429,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4855,train,train_04855.png,images/train_04855.png,6,horse,test,811,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4856,train,train_04856.png,images/train_04856.png,8,ship,test,5676,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4862,train,train_04862.png,images/train_04862.png,9,truck,train,2942,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4863,train,train_04863.png,images/train_04863.png,1,bird,test,3617,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
4864,train,train_04864.png,images/train_04864.png,7,monkey,train,2565,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4866,train,train_04866.png,images/train_04866.png,9,truck,test,6706,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
4867,train,train_04867.png,images/train_04867.png,5,dog,train,4959,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4868,train,train_04868.png,images/train_04868.png,7,monkey,test,5819,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4869,train,train_04869.png,images/train_04869.png,7,monkey,train,4434,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
4870,train,train_04870.png,images/train_04870.png,2,car,test,208,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4871,train,train_04871.png,images/train_04871.png,9,truck,train,5,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4872,train,train_04872.png,images/train_04872.png,3,cat,test,5878,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4873,train,train_04873.png,images/train_04873.png,5,dog,train,2309,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4874,train,train_04874.png,images/train_04874.png,9,truck,test,3815,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4875,train,train_04875.png,images/train_04875.png,9,truck,test,1222,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
4876,train,train_04876.png,images/train_04876.png,8,ship,train,928,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
4877,train,train_04877.png,images/train_04877.png,2,car,train,4138,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
4878,train,train_04878.png,images/train_04878.png,9,truck,test,297,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4881,train,train_04881.png,images/train_04881.png,7,monkey,test,4986,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4883,train,train_04883.png,images/train_04883.png,6,horse,test,6642,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4886,train,train_04886.png,images/train_04886.png,6,horse,train,942,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4891,train,train_04891.png,images/train_04891.png,2,car,test,1820,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4892,train,train_04892.png,images/train_04892.png,1,bird,test,969,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4893,train,train_04893.png,images/train_04893.png,2,car,test,6073,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4896,train,train_04896.png,images/train_04896.png,8,ship,test,595,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
4898,train,train_04898.png,images/train_04898.png,1,bird,test,3430,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
4907,train,train_04907.png,images/train_04907.png,1,bird,train,432,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4908,train,train_04908.png,images/train_04908.png,3,cat,test,4473,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
4909,train,train_04909.png,images/train_04909.png,5,dog,test,2569,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4910,train,train_04910.png,images/train_04910.png,6,horse,test,6267,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4911,train,train_04911.png,images/train_04911.png,5,dog,train,4488,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4913,train,train_04913.png,images/train_04913.png,2,car,train,2764,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4914,train,train_04914.png,images/train_04914.png,7,monkey,train,4334,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4915,train,train_04915.png,images/train_04915.png,6,horse,train,2704,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4918,train,train_04918.png,images/train_04918.png,3,cat,test,3643,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
4920,train,train_04920.png,images/train_04920.png,9,truck,train,2474,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4922,train,train_04922.png,images/train_04922.png,2,car,train,1079,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4926,train,train_04926.png,images/train_04926.png,1,bird,test,2243,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
4927,train,train_04927.png,images/train_04927.png,9,truck,test,6040,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4929,train,train_04929.png,images/train_04929.png,0,airplane,train,1089,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4930,train,train_04930.png,images/train_04930.png,5,dog,train,4001,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4932,train,train_04932.png,images/train_04932.png,9,truck,train,1681,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4935,train,train_04935.png,images/train_04935.png,4,deer,test,4318,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4937,train,train_04937.png,images/train_04937.png,7,monkey,test,6392,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4939,train,train_04939.png,images/train_04939.png,5,dog,test,3785,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4940,train,train_04940.png,images/train_04940.png,0,airplane,train,1661,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4944,train,train_04944.png,images/train_04944.png,7,monkey,train,2673,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4945,train,train_04945.png,images/train_04945.png,9,truck,train,2602,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4947,train,train_04947.png,images/train_04947.png,2,car,test,5501,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
4949,train,train_04949.png,images/train_04949.png,5,dog,test,4180,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4950,train,train_04950.png,images/train_04950.png,9,truck,test,2692,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4952,train,train_04952.png,images/train_04952.png,5,dog,train,1048,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4953,train,train_04953.png,images/train_04953.png,2,car,test,470,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4955,train,train_04955.png,images/train_04955.png,0,airplane,train,1766,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4956,train,train_04956.png,images/train_04956.png,6,horse,test,6596,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
4957,train,train_04957.png,images/train_04957.png,0,airplane,test,4255,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4959,train,train_04959.png,images/train_04959.png,0,airplane,test,7259,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
4960,train,train_04960.png,images/train_04960.png,8,ship,test,6290,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
4961,train,train_04961.png,images/train_04961.png,7,monkey,test,7015,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4962,train,train_04962.png,images/train_04962.png,1,bird,test,3909,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4963,train,train_04963.png,images/train_04963.png,5,dog,test,7553,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4964,train,train_04964.png,images/train_04964.png,1,bird,test,6783,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
4966,train,train_04966.png,images/train_04966.png,9,truck,train,1831,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4967,train,train_04967.png,images/train_04967.png,1,bird,train,2958,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4969,train,train_04969.png,images/train_04969.png,1,bird,test,2406,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
4970,train,train_04970.png,images/train_04970.png,5,dog,train,3254,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
4972,train,train_04972.png,images/train_04972.png,4,deer,test,6737,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4973,train,train_04973.png,images/train_04973.png,4,deer,test,5865,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4974,train,train_04974.png,images/train_04974.png,9,truck,test,2695,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4975,train,train_04975.png,images/train_04975.png,1,bird,test,5632,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4976,train,train_04976.png,images/train_04976.png,1,bird,test,7803,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
4977,train,train_04977.png,images/train_04977.png,9,truck,test,4723,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4978,train,train_04978.png,images/train_04978.png,7,monkey,test,3571,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4979,train,train_04979.png,images/train_04979.png,3,cat,test,2394,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
4983,train,train_04983.png,images/train_04983.png,0,airplane,test,5809,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4985,train,train_04985.png,images/train_04985.png,0,airplane,test,280,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,1
4987,train,train_04987.png,images/train_04987.png,0,airplane,train,2171,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
4989,train,train_04989.png,images/train_04989.png,7,monkey,test,576,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
4990,train,train_04990.png,images/train_04990.png,2,car,test,3125,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4992,train,train_04992.png,images/train_04992.png,9,truck,test,4227,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
4994,train,train_04994.png,images/train_04994.png,4,deer,test,4015,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
4995,train,train_04995.png,images/train_04995.png,0,airplane,test,5007,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4996,train,train_04996.png,images/train_04996.png,9,truck,test,2723,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
4997,train,train_04997.png,images/train_04997.png,0,airplane,test,3759,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
4998,train,train_04998.png,images/train_04998.png,2,car,train,1843,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
4999,train,train_04999.png,images/train_04999.png,0,airplane,test,1693,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
5002,train,train_05002.png,images/train_05002.png,6,horse,test,7515,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5003,train,train_05003.png,images/train_05003.png,2,car,test,5570,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5007,train,train_05007.png,images/train_05007.png,0,airplane,test,731,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
5008,train,train_05008.png,images/train_05008.png,0,airplane,train,2936,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,1
5009,train,train_05009.png,images/train_05009.png,5,dog,test,326,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
5010,train,train_05010.png,images/train_05010.png,0,airplane,test,164,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,1
5011,train,train_05011.png,images/train_05011.png,0,airplane,train,344,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
5014,train,train_05014.png,images/train_05014.png,3,cat,test,883,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5015,train,train_05015.png,images/train_05015.png,6,horse,train,2754,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5016,train,train_05016.png,images/train_05016.png,4,deer,train,3636,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5017,train,train_05017.png,images/train_05017.png,2,car,train,960,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5019,train,train_05019.png,images/train_05019.png,9,truck,test,5690,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
5020,train,train_05020.png,images/train_05020.png,3,cat,test,6641,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5022,train,train_05022.png,images/train_05022.png,2,car,train,1849,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5023,train,train_05023.png,images/train_05023.png,7,monkey,test,2746,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5024,train,train_05024.png,images/train_05024.png,1,bird,test,6923,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,1
5025,train,train_05025.png,images/train_05025.png,8,ship,train,3212,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5027,train,train_05027.png,images/train_05027.png,4,deer,test,3598,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5030,train,train_05030.png,images/train_05030.png,1,bird,test,4286,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
5031,train,train_05031.png,images/train_05031.png,0,airplane,train,324,hybrid_noise,blur,3.0,label_shuffle,0.2,0,airplane,0
5032,train,train_05032.png,images/train_05032.png,4,deer,train,4396,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5033,train,train_05033.png,images/train_05033.png,1,bird,test,7040,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
5034,train,train_05034.png,images/train_05034.png,1,bird,train,4022,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
5036,train,train_05036.png,images/train_05036.png,4,deer,test,7088,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5037,train,train_05037.png,images/train_05037.png,3,cat,test,3322,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5038,train,train_05038.png,images/train_05038.png,4,deer,train,1842,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5039,train,train_05039.png,images/train_05039.png,8,ship,train,3266,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5040,train,train_05040.png,images/train_05040.png,3,cat,test,1241,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5042,train,train_05042.png,images/train_05042.png,4,deer,test,2372,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
5043,train,train_05043.png,images/train_05043.png,5,dog,test,3701,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
5044,train,train_05044.png,images/train_05044.png,3,cat,test,7119,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5046,train,train_05046.png,images/train_05046.png,5,dog,test,403,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
5049,train,train_05049.png,images/train_05049.png,4,deer,test,1085,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5050,train,train_05050.png,images/train_05050.png,6,horse,test,1912,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5051,train,train_05051.png,images/train_05051.png,7,monkey,train,4822,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5052,train,train_05052.png,images/train_05052.png,8,ship,test,2752,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5053,train,train_05053.png,images/train_05053.png,7,monkey,train,1723,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,1
5054,train,train_05054.png,images/train_05054.png,9,truck,test,1773,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
5055,train,train_05055.png,images/train_05055.png,7,monkey,train,2012,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
5056,train,train_05056.png,images/train_05056.png,1,bird,test,1670,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
5057,train,train_05057.png,images/train_05057.png,5,dog,test,2020,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
5058,train,train_05058.png,images/train_05058.png,9,truck,test,2148,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
5059,train,train_05059.png,images/train_05059.png,6,horse,train,2597,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5061,train,train_05061.png,images/train_05061.png,0,airplane,test,4470,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
5062,train,train_05062.png,images/train_05062.png,8,ship,test,3510,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5063,train,train_05063.png,images/train_05063.png,5,dog,test,2604,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,0
5065,train,train_05065.png,images/train_05065.png,7,monkey,test,696,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5067,train,train_05067.png,images/train_05067.png,7,monkey,test,3128,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,1
5068,train,train_05068.png,images/train_05068.png,0,airplane,test,5916,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,1
5070,train,train_05070.png,images/train_05070.png,3,cat,train,1923,hybrid_noise,blur,3.0,label_shuffle,0.2,3,cat,0
5071,train,train_05071.png,images/train_05071.png,4,deer,test,2934,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5072,train,train_05072.png,images/train_05072.png,2,car,train,2926,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5073,train,train_05073.png,images/train_05073.png,6,horse,test,1174,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,1
5074,train,train_05074.png,images/train_05074.png,8,ship,test,5083,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5075,train,train_05075.png,images/train_05075.png,6,horse,test,5812,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5076,train,train_05076.png,images/train_05076.png,1,bird,train,817,hybrid_noise,blur,3.0,label_shuffle,0.2,1,bird,0
5079,train,train_05079.png,images/train_05079.png,8,ship,test,2035,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5081,train,train_05081.png,images/train_05081.png,6,horse,test,1939,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5082,train,train_05082.png,images/train_05082.png,7,monkey,test,1681,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5084,train,train_05084.png,images/train_05084.png,2,car,test,653,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5085,train,train_05085.png,images/train_05085.png,2,car,test,4150,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5088,train,train_05088.png,images/train_05088.png,8,ship,test,5302,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5089,train,train_05089.png,images/train_05089.png,9,truck,test,6774,hybrid_noise,blur,3.0,label_shuffle,0.2,9,truck,0
5093,train,train_05093.png,images/train_05093.png,8,ship,test,5954,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
5095,train,train_05095.png,images/train_05095.png,2,car,test,1509,hybrid_noise,blur,3.0,label_shuffle,0.2,2,car,0
5096,train,train_05096.png,images/train_05096.png,3,cat,train,2990,hybrid_noise,blur,3.0,label_shuffle,0.2,5,dog,1
5099,train,train_05099.png,images/train_05099.png,7,monkey,train,2899,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5100,train,train_05100.png,images/train_05100.png,7,monkey,train,3622,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5102,train,train_05102.png,images/train_05102.png,4,deer,train,265,hybrid_noise,blur,3.0,label_shuffle,0.2,4,deer,0
5108,train,train_05108.png,images/train_05108.png,7,monkey,test,7909,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,0
5110,train,train_05110.png,images/train_05110.png,6,horse,test,6416,hybrid_noise,blur,3.0,label_shuffle,0.2,6,horse,0
5111,train,train_05111.png,images/train_05111.png,8,ship,train,550,hybrid_noise,blur,3.0,label_shuffle,0.2,7,monkey,1
5112,train,train_05112.png,images/train_05112.png,8,ship,test,6868,hybrid_noise,blur,3.0,label_shuffle,0.2,8,ship,0
